CHROM,POS,A_Kalix_Baltic_Spring,B_Vaxholm_Baltic_Spring,DalBoB_Atlantic_Autumn,DalGeB_Atlantic_Autumn,DalInB_Atlantic_Spring,DalNsF_Atlantic_Autumn,DalNsS_Atlantic_Spring,G_Gamleby_Baltic_Spring,HGS10_Downs_EnglishChannel_Winter,HGS11_RingkobingFjord_NorthSea_Spring,HGS12_BornholmBasin_Baltic_Autumn,HGS15_NSSH_Atlantic_Spring,HGS16_Orkney_NorthSea_Autumn,HGS17_IsleOfMan_IrishSea_Autumn,HGS18_CelticSea_Atlantic_AutumnWinter,HGS19_TeelinBay_Atlantic_Winter,HGS1_Riga_Baltic_Spring,HGS20_CapeWrath_Atlantic_Spring,HGS21_Hebrides_Atlantic_Mixed,HGS22_CapeWrath_Atlantic_Autumn,HGS23_Clyde_Atlantic_Spring,HGS24_Landvik_Atlantic_Spring,HGS25_Lindas_Atlantic_Spring,HGS26_Lusterfjorden_Atlantic_Spring,HGS27_Gloppen_Atlantic_Spring,HGS2_Riga_Baltic_Spring,HGS3_Riga_Baltic_Autumn,HGS4_Riga_Baltic_Autumn,HGS5_Schlei_Baltic_Autumn,HGS6_Schlei_Baltic_Spring,HGS71_Rugen_Baltic_Spring,HGS72_Rugen_Baltic_Spring,HGS8_KattegatNorth_Atlantic_Spring,HGS9_Greenland_Atlantic_Spring,H_Fehmarn_Baltic_Autumn,J_Traslovslage_Baltic_Spring,LandvikS17_Norway_Baltic_Spring,N_NorthSea_Atlantic_Autumn,O_Hamburgsund_Atlantic_Spring,PB10_Skagerrak_Atlantic_Spring,PB11_Kalmar_Baltic_Spring,PB12_Karlskrona_Baltic_Spring,PB1_HastKar_Baltic_Spring,PB2_Iceland_Atlantic_Spring,PB4_Hudiksvall_Baltic_Spring,PB5_Galve_Baltic_Spring,PB6_Galve_Baltic_Summer,PB7_Galve_Baltic_Autumn,PB9_Kattegat_Atlantic_Spring,PN3_CentralBaltic_Baltic_Spring,Q_Norway_Atlantic_Atlantic_Spring,TysklandS18_Germany_Baltic
chr8,5405364,0.93,1.0,0.95,1.0,1.0,1.0,1.0,0.94,0.12,0.61,0.96,0.72,0.55,0.21,0.24,0.47,0.92,0.67,0.66,0.76,0.32,0.87,0.87,0.88,0.92,0.93,0.93,0.96,0.7,0.81,0.85,0.88,0.86,1.0,0.86,0.85,0.79,0.44,0.68,0.79,0.93,1.0,1.0,0.85,0.95,0.97,1.0,0.93,0.81,0.96,0.43,0.89
chr8,11320345,0.41,0.37,0.85,0.96,0.94,0.94,0.97,0.33,1.0,0.83,0.8,1.0,1.0,0.93,0.92,1.0,0.57,1.0,1.0,1.0,1.0,0.93,0.93,1.0,0.94,0.74,0.67,0.71,0.91,0.93,0.8,0.78,0.77,0.9,0.91,0.72,0.86,1.0,0.94,0.97,0.48,0.55,0.42,1.0,0.77,0.41,0.59,0.73,0.88,0.41,1.0,0.88
chr8,11343765,0.67,0.38,0.83,0.89,1.0,0.81,0.89,0.34,1.0,0.62,0.64,1.0,0.9,1.0,0.85,1.0,0.61,1.0,1.0,0.97,1.0,0.74,0.95,0.96,0.92,0.8,0.63,0.47,0.71,0.74,0.9,0.75,0.66,1.0,0.66,0.82,0.77,0.93,0.85,0.89,0.6,0.46,0.42,1.0,0.65,0.38,0.48,0.33,0.95,0.51,0.98,0.8
chr8,11379364,0.19,0.08,0.49,0.5,0.62,0.45,0.79,0.08,0.93,0.74,0.36,0.97,0.76,0.97,0.88,0.96,0.24,0.74,0.86,0.81,0.96,0.69,1.0,1.0,0.94,0.21,0.17,0.14,0.67,0.63,0.5,0.62,0.59,0.6,0.48,0.74,0.84,0.85,0.75,0.81,0.32,0.15,0.13,1.0,0.13,0.32,0.16,0.25,0.59,0.17,0.96,0.57
chr8,11398765,0.62,0.74,0.62,0.68,0.27,0.5,0.07,0.84,0.13,0.44,0.53,0.1,0.26,0.05,0.19,0.1,0.56,0.13,0.19,0.11,0.13,0.52,0.08,0.06,0.08,0.66,0.7,0.88,0.36,0.43,0.35,0.45,0.31,0.41,0.59,0.39,0.14,0.11,0.34,0.22,0.71,0.72,0.79,0.03,0.74,0.46,0.82,0.77,0.41,0.64,0.08,0.55
chr8,11460207,0.59,0.84,0.65,0.63,0.35,0.6,0.32,0.78,0.12,0.38,0.58,0.1,0.34,0.2,0.42,0.14,0.6,0.17,0.29,0.53,0.11,0.46,0.17,0.04,0.03,0.55,0.73,0.8,0.57,0.44,0.52,0.53,0.53,0.47,0.44,0.42,0.29,0.03,0.5,0.22,0.62,0.76,0.75,0.19,0.57,0.6,0.61,0.76,0.41,0.68,0.18,0.46
chr8,11496856,0.47,0.58,0.24,0.19,0.25,0.14,0.18,0.79,0.14,0.5,0.43,0.15,0.08,0.1,0.13,0.19,0.6,0.12,0.07,0.09,0.11,0.37,0.29,0.27,0.26,0.6,0.49,0.48,0.39,0.48,0.41,0.59,0.59,0.05,0.38,0.32,0.19,0.02,0.54,0.41,0.56,0.44,0.59,0.25,0.61,0.5,0.59,0.59,0.49,0.62,0.18,0.71
chr8,11523740,0.24,0.09,0.73,0.59,0.56,0.52,0.74,0.16,0.84,0.67,0.41,0.64,0.76,0.69,0.69,0.73,0.24,0.64,0.59,0.56,0.65,0.62,0.47,0.39,0.29,0.3,0.32,0.29,0.81,0.52,0.65,0.65,0.37,0.5,0.42,0.53,0.62,0.56,0.61,0.5,0.17,0.27,0.1,0.58,0.03,0.21,0.0,0.17,0.39,0.12,0.59,0.7
chr8,11562074,0.15,0.08,0.59,0.55,0.68,0.68,0.6,0.15,0.62,0.39,0.35,0.86,0.54,0.56,0.73,0.68,0.29,0.65,0.71,0.64,0.62,0.6,0.69,0.58,0.54,0.17,0.23,0.25,0.62,0.5,0.65,0.59,0.61,0.64,0.3,0.5,0.36,0.64,0.48,0.78,0.17,0.23,0.16,0.56,0.15,0.24,0.22,0.27,0.54,0.22,0.71,0.57
chr8,21689772,0.44,0.62,0.92,0.94,1.0,1.0,0.97,0.59,0.93,0.58,0.5,0.94,1.0,1.0,0.95,1.0,0.64,0.96,1.0,1.0,0.93,0.81,0.95,1.0,1.0,0.58,0.55,0.58,0.53,0.71,0.62,0.61,1.0,0.96,0.63,0.58,0.68,0.97,0.91,0.97,0.42,0.44,0.55,0.97,0.48,0.54,0.54,0.58,0.76,0.6,1.0,0.61
chr8,23102952,0.83,0.73,0.17,0.19,0.8,0.26,0.7,0.76,0.67,0.81,0.73,0.6,0.14,0.69,0.48,0.61,0.71,0.86,0.44,0.25,0.67,0.69,0.61,0.62,0.56,0.77,0.77,0.66,0.81,0.91,0.87,0.86,0.89,0.0,0.74,0.74,0.88,0.35,0.71,0.79,0.86,0.44,0.74,0.55,0.57,0.77,0.75,0.81,0.89,0.77,0.57,0.67
chr8,23136891,0.17,0.14,0.7,0.79,0.12,0.54,0.25,0.32,0.29,0.08,0.29,0.42,0.86,0.26,0.25,0.26,0.19,0.17,0.43,0.74,0.31,0.21,0.38,0.26,0.3,0.25,0.32,0.16,0.31,0.41,0.22,0.29,0.14,1.0,0.41,0.32,0.12,0.77,0.38,0.26,0.26,0.32,0.46,0.45,0.27,0.32,0.12,0.34,0.17,0.21,0.4,0.19
chr8,23198108,1.0,1.0,0.25,0.23,1.0,0.45,1.0,1.0,1.0,1.0,0.94,0.67,0.21,0.94,0.95,0.85,0.98,1.0,0.5,0.26,1.0,1.0,0.9,0.88,1.0,0.98,0.91,1.0,1.0,1.0,1.0,0.94,0.88,0.12,1.0,0.93,0.96,0.68,0.97,1.0,0.98,1.0,1.0,0.58,0.97,1.0,1.0,0.92,1.0,0.93,0.7,0.93
chr8,23221814,1.0,1.0,0.4,0.34,1.0,0.76,1.0,0.93,1.0,1.0,0.94,0.68,0.26,0.97,1.0,0.89,0.96,0.92,0.5,0.31,1.0,1.0,0.77,0.96,0.97,1.0,1.0,1.0,1.0,1.0,0.96,0.97,1.0,0.17,1.0,0.88,1.0,0.63,1.0,0.89,1.0,1.0,1.0,0.77,1.0,1.0,1.0,0.96,1.0,1.0,0.77,1.0
chr8,23274566,0.91,1.0,0.49,0.26,1.0,0.5,0.91,0.75,0.88,0.74,0.89,0.43,0.36,0.88,0.81,0.73,0.9,0.83,0.52,0.15,0.82,0.72,0.84,0.95,0.87,0.98,0.8,0.83,0.8,0.9,0.81,0.74,0.82,0.17,0.86,0.9,0.93,0.5,0.81,0.79,0.83,0.92,0.89,0.65,0.83,0.88,0.86,0.75,0.82,0.96,0.67,0.71
chr8,23344989,0.86,0.88,0.3,0.26,0.9,0.61,0.77,0.91,0.85,0.89,0.89,0.69,0.45,0.86,0.97,0.83,0.92,0.69,0.45,0.39,0.83,0.93,0.69,0.92,0.91,0.93,0.98,0.88,0.96,0.83,1.0,1.0,1.0,0.14,0.93,0.82,0.95,0.71,0.98,0.83,0.93,0.9,0.97,0.84,0.94,0.84,0.89,0.93,0.9,0.96,0.77,1.0
chr8,23364966,1.0,1.0,0.39,0.42,1.0,0.58,1.0,1.0,1.0,1.0,1.0,0.67,0.47,0.97,1.0,1.0,1.0,1.0,0.72,0.39,0.93,1.0,0.94,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.63,1.0,1.0,1.0,1.0,1.0,0.83,1.0,1.0,1.0,1.0,1.0,1.0,0.77,1.0
chr8,23380071,0.76,0.83,0.26,0.17,0.62,0.48,0.53,0.74,0.77,0.75,0.52,0.48,0.19,0.79,0.91,0.67,0.77,0.56,0.37,0.23,0.79,0.84,0.51,0.78,0.73,0.86,0.72,0.69,0.56,0.83,0.85,0.78,0.76,0.0,0.74,0.82,0.81,0.47,0.7,0.62,0.79,0.85,0.62,0.46,0.69,0.73,0.7,0.72,0.81,0.65,0.6,0.7
chr8,23512098,0.0,0.0,0.62,0.57,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.22,0.81,0.11,0.0,0.12,0.0,0.13,0.25,0.62,0.09,0.05,0.03,0.0,0.03,0.0,0.0,0.02,0.04,0.08,0.0,0.03,0.0,0.81,0.09,0.1,0.03,0.45,0.0,0.1,0.0,0.0,0.0,0.28,0.02,0.03,0.02,0.03,0.0,0.0,0.23,0.0
chr8,23554904,0.93,0.91,0.49,0.37,1.0,0.52,1.0,0.97,1.0,0.96,1.0,0.61,0.29,1.0,1.0,0.85,0.93,0.88,0.64,0.27,1.0,0.94,0.86,0.91,0.92,0.93,1.0,0.88,0.87,0.97,1.0,0.97,0.74,0.21,0.97,0.93,0.96,0.57,0.89,0.94,0.97,0.8,0.93,0.69,0.98,0.97,0.92,1.0,0.98,0.89,0.73,0.9
chr8,23629615,0.19,0.27,0.61,0.77,0.0,0.71,0.24,0.16,0.23,0.33,0.1,0.38,0.83,0.24,0.21,0.32,0.3,0.45,0.56,0.88,0.29,0.5,0.12,0.27,0.21,0.27,0.22,0.16,0.25,0.05,0.27,0.16,0.1,0.92,0.21,0.2,0.21,0.65,0.35,0.27,0.12,0.67,0.19,0.67,0.22,0.25,0.21,0.18,0.11,0.15,0.57,0.12
chr8,23647880,0.87,0.95,0.37,0.48,0.83,0.44,0.83,0.97,0.94,1.0,0.93,0.54,0.29,0.97,0.93,0.89,0.95,0.89,0.63,0.4,0.88,0.94,0.78,0.91,0.97,0.96,0.93,0.91,0.88,1.0,0.89,0.91,0.97,0.08,1.0,0.91,0.87,0.55,0.91,0.95,0.9,0.92,0.97,0.67,0.92,0.86,0.94,1.0,1.0,0.92,0.9,0.97
chr8,23843773,0.75,0.66,0.19,0.19,0.94,0.29,0.81,0.76,0.81,0.74,0.71,0.57,0.14,0.79,0.79,0.86,0.53,0.76,0.41,0.39,0.92,0.56,0.76,0.81,0.84,0.73,0.54,0.62,0.81,0.78,0.64,0.61,0.84,0.0,0.76,0.77,0.88,0.51,0.79,0.61,0.66,0.85,0.94,0.68,0.69,0.61,0.77,0.69,0.84,0.81,0.66,0.6
chr8,23922642,0.94,1.0,0.27,0.29,1.0,0.57,0.96,1.0,1.0,1.0,1.0,0.79,0.22,1.0,1.0,0.96,1.0,0.92,0.73,0.41,1.0,1.0,0.97,0.94,0.94,0.98,1.0,1.0,1.0,0.96,1.0,0.97,0.97,0.0,1.0,1.0,1.0,0.61,1.0,0.92,1.0,0.97,1.0,0.78,1.0,1.0,1.0,1.0,1.0,1.0,0.72,1.0
chr8,23987120,0.95,1.0,0.48,0.3,1.0,0.44,0.93,1.0,0.93,1.0,1.0,0.82,0.33,0.92,1.0,0.93,0.92,0.88,0.44,0.32,1.0,0.97,0.87,1.0,0.97,0.94,1.0,0.96,1.0,0.93,0.96,0.9,1.0,0.26,0.89,0.94,0.92,0.76,0.97,0.88,1.0,1.0,1.0,0.7,1.0,0.94,0.91,0.97,1.0,1.0,0.64,0.95
chr8,24233026,0.74,0.81,0.33,0.16,0.94,0.46,0.78,0.81,0.9,0.75,0.86,0.7,0.21,0.88,0.73,0.84,0.82,0.71,0.39,0.42,0.72,0.82,0.68,0.81,0.75,0.75,0.75,0.8,0.89,0.94,1.0,0.81,0.74,0.09,0.81,0.72,0.96,0.59,0.79,0.84,0.82,0.82,0.92,0.57,0.93,0.83,0.89,0.81,0.84,0.84,0.69,0.77
chr8,24322007,1.0,1.0,0.36,0.42,0.95,0.54,0.91,0.97,1.0,1.0,0.97,0.81,0.38,0.97,0.92,1.0,0.96,1.0,0.55,0.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.97,0.24,0.97,1.0,1.0,0.71,0.97,0.97,1.0,0.97,1.0,0.7,0.93,1.0,1.0,0.88,0.95,0.97,0.85,0.97
chr8,24392585,0.88,0.95,0.5,0.3,0.94,0.55,0.76,0.96,0.82,0.78,1.0,0.39,0.29,0.79,0.79,0.8,0.81,0.88,0.34,0.33,0.96,0.68,0.64,0.89,0.88,0.88,0.88,0.78,0.86,0.91,0.88,0.95,0.71,0.04,1.0,0.73,0.8,0.47,0.91,0.82,0.92,0.78,0.9,0.76,0.97,0.86,0.92,0.82,0.92,0.89,0.49,0.95
chr8,24443077,1.0,1.0,0.44,0.32,1.0,0.41,1.0,1.0,1.0,0.93,0.96,0.88,0.31,0.88,0.96,0.82,0.96,0.96,0.63,0.45,0.86,0.91,1.0,1.0,0.97,0.92,1.0,0.96,0.96,0.91,1.0,0.97,0.97,0.0,1.0,0.93,1.0,0.61,0.97,0.98,1.0,1.0,1.0,0.79,1.0,1.0,1.0,1.0,1.0,0.97,0.77,1.0
chr8,24573572,1.0,0.97,0.27,0.16,1.0,0.65,1.0,1.0,1.0,1.0,1.0,0.8,0.27,0.94,0.93,0.89,1.0,1.0,0.75,0.32,1.0,1.0,0.97,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.92,1.0,0.67,1.0,0.94,1.0,1.0,1.0,0.68,1.0,1.0,0.97,0.97,1.0,1.0,0.76,1.0
chr8,24595982,1.0,1.0,0.45,0.33,1.0,0.52,1.0,1.0,1.0,1.0,1.0,0.72,0.46,1.0,0.93,0.96,1.0,0.9,0.52,0.44,1.0,0.93,0.97,1.0,1.0,0.98,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.93,1.0,0.56,1.0,0.94,1.0,1.0,1.0,0.76,1.0,1.0,1.0,1.0,1.0,1.0,0.77,0.97
chr8,24695145,1.0,1.0,0.47,0.39,1.0,0.63,1.0,1.0,1.0,1.0,1.0,0.62,0.2,1.0,1.0,0.96,1.0,1.0,0.73,0.37,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.93,1.0,0.52,1.0,1.0,1.0,1.0,1.0,0.51,1.0,1.0,1.0,1.0,1.0,1.0,0.84,1.0
chr8,24821940,0.86,0.92,0.37,0.32,0.79,0.55,0.97,0.81,1.0,0.96,0.92,0.63,0.21,0.91,0.96,0.88,0.92,0.9,0.45,0.13,0.9,0.94,0.84,0.82,0.79,0.96,0.84,0.81,0.85,0.93,0.77,0.85,0.79,0.14,0.97,0.81,0.95,0.62,0.96,0.82,0.79,0.81,0.86,0.61,0.89,0.9,0.87,0.9,0.88,1.0,0.69,0.9
chr8,24862499,0.86,1.0,0.29,0.3,0.94,0.52,0.91,0.81,0.9,0.91,0.96,0.45,0.22,0.87,0.75,0.73,0.76,0.75,0.32,0.38,0.77,0.84,0.79,0.89,0.94,0.84,0.87,0.82,1.0,0.87,0.9,0.84,0.92,0.11,0.77,0.86,0.83,0.4,0.8,0.81,0.82,0.86,0.92,0.58,0.79,1.0,0.84,0.96,0.88,0.83,0.77,0.79
chr8,24884786,1.0,1.0,0.43,0.34,1.0,0.1,0.94,1.0,1.0,0.91,0.93,0.69,0.68,0.97,0.93,0.92,0.96,0.97,0.86,0.54,0.91,1.0,0.91,1.0,1.0,0.94,1.0,0.98,1.0,1.0,1.0,1.0,0.81,0.24,0.86,0.93,0.96,0.63,1.0,0.89,1.0,1.0,1.0,0.75,0.97,1.0,1.0,1.0,0.95,1.0,0.9,0.97
chr8,24911689,0.94,0.91,0.36,0.26,1.0,0.44,0.92,0.85,0.95,0.92,0.86,0.6,0.25,0.94,0.97,0.86,0.97,0.92,0.5,0.52,0.9,1.0,0.83,0.81,0.78,0.88,0.91,0.93,1.0,0.86,0.72,0.89,0.88,0.24,0.87,1.0,0.97,0.77,0.91,0.8,0.98,1.0,0.93,0.63,0.93,1.0,0.94,0.94,1.0,0.93,0.73,0.97
chr8,24942784,1.0,1.0,0.49,0.3,1.0,0.63,1.0,1.0,1.0,1.0,1.0,0.62,0.32,1.0,0.95,0.96,1.0,0.95,0.78,0.5,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.08,1.0,0.95,1.0,0.84,1.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0
chr8,24962238,0.79,0.9,0.38,0.07,0.79,0.37,0.9,0.9,0.94,0.9,0.86,0.48,0.21,0.93,0.93,0.74,0.89,0.88,0.35,0.28,0.96,0.96,0.86,0.96,0.9,0.88,0.9,0.91,0.87,0.81,1.0,0.86,0.93,0.17,0.87,0.88,0.92,0.62,0.77,1.0,0.86,0.93,0.91,0.58,0.86,0.95,0.84,0.83,0.84,0.96,0.59,1.0
chr8,24996373,0.92,0.78,0.35,0.43,0.95,0.59,1.0,0.93,0.75,0.92,0.93,0.52,0.15,0.78,0.74,0.87,0.82,0.78,0.68,0.26,0.71,0.79,0.69,1.0,0.83,0.88,0.96,0.89,0.83,0.94,1.0,0.91,0.88,0.13,0.95,0.8,0.92,0.44,0.89,0.76,0.86,0.91,0.79,0.7,0.97,0.8,0.83,0.89,0.83,0.81,0.72,0.83
chr8,25030719,0.91,0.64,0.48,0.13,0.95,0.41,0.75,0.69,0.72,0.83,0.77,0.5,0.21,0.66,0.74,0.69,0.78,0.56,0.26,0.25,0.79,0.78,0.77,0.58,0.63,0.8,0.72,0.65,0.78,0.79,0.44,0.83,0.61,0.09,0.79,0.75,0.82,0.55,0.74,0.82,0.76,0.78,0.86,0.31,0.78,0.85,0.79,0.7,0.86,0.78,0.59,0.77
chr8,25085292,0.85,0.63,0.2,0.07,0.61,0.17,0.72,0.69,0.77,0.79,0.62,0.37,0.15,0.6,0.61,0.5,0.58,0.69,0.34,0.19,0.76,0.89,0.51,0.7,0.78,0.68,0.65,0.76,0.71,0.85,0.5,0.85,0.61,0.17,0.56,0.65,0.71,0.43,0.6,0.71,0.73,0.79,0.79,0.44,0.68,0.73,0.73,0.81,0.65,0.7,0.57,0.57
chr8,25140634,1.0,1.0,0.33,0.32,0.85,0.67,0.88,0.98,1.0,0.95,1.0,0.65,0.27,0.97,0.87,0.93,1.0,0.9,0.62,0.34,1.0,0.87,0.97,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.97,0.33,1.0,1.0,1.0,0.7,0.9,1.0,0.93,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.87,0.9
chr8,25218515,1.0,1.0,0.31,0.18,0.74,0.42,0.81,1.0,1.0,1.0,0.83,0.74,0.38,0.81,1.0,0.89,0.96,1.0,0.65,0.45,0.88,0.95,0.96,1.0,0.93,0.94,1.0,0.93,0.8,0.85,0.84,0.95,0.91,0.5,0.94,1.0,1.0,0.67,0.9,0.81,1.0,0.95,1.0,0.79,1.0,1.0,0.97,0.96,1.0,1.0,0.8,0.97
chr8,25333096,0.84,0.83,0.27,0.47,0.79,0.61,0.79,0.77,1.0,0.85,0.95,0.64,0.2,0.87,0.96,0.62,0.93,0.96,0.5,0.46,0.97,0.91,0.68,0.88,0.81,0.83,0.89,0.9,0.79,0.93,0.68,0.89,1.0,0.33,0.97,0.74,1.0,0.3,0.91,0.82,0.78,0.92,1.0,0.61,0.82,0.9,0.89,0.83,0.93,0.93,0.79,0.85
chr8,25356945,0.06,0.07,0.68,0.7,0.05,0.55,0.06,0.03,0.2,0.11,0.24,0.46,0.86,0.06,0.12,0.28,0.04,0.09,0.58,0.74,0.17,0.04,0.16,0.26,0.19,0.1,0.19,0.08,0.12,0.12,0.0,0.09,0.15,0.88,0.15,0.33,0.21,0.5,0.09,0.19,0.2,0.08,0.07,0.38,0.08,0.08,0.05,0.15,0.15,0.18,0.36,0.11
chr8,25383246,0.84,1.0,0.36,0.19,0.94,0.3,0.92,0.73,0.93,1.0,0.91,0.52,0.14,0.92,0.88,0.87,0.84,0.93,0.63,0.43,0.81,0.87,0.74,0.91,0.85,0.93,0.93,0.86,0.88,0.9,0.95,0.9,0.86,0.25,0.84,1.0,0.91,0.59,0.93,0.84,0.77,0.94,0.92,0.62,0.95,0.71,0.86,0.96,0.89,0.97,0.77,0.95
chr8,25398294,1.0,0.95,0.43,0.27,0.84,0.55,0.93,0.9,1.0,0.92,0.85,0.5,0.09,0.87,0.88,0.77,0.96,1.0,0.37,0.33,0.87,1.0,0.8,1.0,0.95,0.92,0.95,0.93,0.96,0.93,0.83,0.87,0.97,0.05,0.97,0.74,0.85,0.63,0.94,0.83,0.97,0.81,0.9,0.69,0.97,1.0,0.98,0.97,0.93,0.95,0.63,0.88
chr8,25433132,0.9,0.82,0.34,0.34,0.82,0.53,0.96,0.86,0.77,0.81,0.76,0.41,0.16,0.85,0.9,0.59,0.81,0.79,0.33,0.33,0.88,0.84,0.74,0.92,0.91,0.65,0.78,0.78,0.84,0.88,0.89,0.86,0.8,0.11,0.86,0.97,0.86,0.5,0.96,0.82,0.85,0.88,0.93,0.68,0.76,0.93,0.85,0.79,0.9,0.93,0.79,0.78
chr8,25488354,0.95,1.0,0.36,0.11,0.83,0.52,0.91,1.0,0.9,0.96,0.95,0.53,0.18,0.91,1.0,0.85,0.9,0.74,0.45,0.41,0.96,0.89,0.92,0.81,0.88,0.88,0.89,0.91,0.89,0.96,1.0,0.97,0.87,0.04,0.94,0.82,0.96,0.46,0.87,0.85,0.95,1.0,0.92,0.64,0.79,1.0,0.93,1.0,0.97,0.84,0.69,0.87
chr8,25521170,1.0,1.0,0.37,0.13,1.0,0.5,1.0,0.96,0.93,1.0,1.0,0.66,0.5,0.97,0.92,0.91,0.9,0.69,0.37,0.3,0.92,1.0,0.81,0.97,1.0,0.93,0.96,0.94,0.97,0.96,0.9,0.88,0.97,0.18,1.0,0.86,1.0,0.47,1.0,1.0,0.97,0.92,1.0,0.66,0.94,1.0,0.93,1.0,0.97,1.0,0.68,1.0
chr8,25552011,0.97,1.0,0.22,0.22,0.91,0.44,0.87,1.0,0.94,0.86,1.0,0.59,0.32,0.92,0.86,0.93,0.89,0.79,0.39,0.25,0.87,0.85,0.97,0.82,0.97,0.94,0.98,0.93,0.77,0.97,0.83,0.94,0.91,0.0,0.88,0.92,0.96,0.57,0.97,0.84,0.9,0.89,0.8,0.71,0.88,0.9,1.0,1.0,0.97,0.82,0.64,0.78
chr8,25573859,1.0,1.0,0.39,0.38,1.0,0.53,0.97,0.96,0.93,1.0,1.0,0.77,0.32,0.97,0.93,0.87,0.95,0.96,0.68,0.39,1.0,0.94,0.96,1.0,0.91,1.0,1.0,0.98,1.0,1.0,1.0,0.95,0.97,0.12,1.0,0.96,1.0,0.7,0.93,0.81,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.87,1.0
chr8,25593015,0.81,0.82,0.25,0.13,0.7,0.19,0.64,0.72,0.81,0.83,0.71,0.55,0.12,0.84,0.65,0.69,0.73,0.81,0.5,0.32,0.76,0.73,0.55,0.86,0.78,0.78,0.81,0.81,0.78,0.93,0.67,0.79,0.58,0.04,0.62,0.67,0.81,0.49,0.71,0.73,0.79,0.79,0.68,0.53,0.82,0.74,0.67,0.72,0.73,0.73,0.53,0.7
chr8,25642257,1.0,0.81,0.38,0.14,1.0,0.5,0.86,0.86,0.88,0.88,1.0,0.53,0.17,0.79,0.96,0.64,0.95,0.88,0.45,0.35,0.82,0.89,0.84,0.81,0.87,0.88,0.86,0.9,0.85,0.86,0.93,0.91,0.83,0.11,0.91,0.75,1.0,0.44,0.81,0.76,0.88,0.67,0.77,0.72,0.92,0.95,0.87,0.91,0.84,0.86,0.78,0.82
chr8,25658911,0.75,0.91,0.29,0.35,0.82,0.62,0.86,0.81,0.96,0.82,0.82,0.53,0.17,0.83,0.48,0.64,0.72,0.92,0.38,0.33,0.77,0.86,0.73,0.7,0.8,0.64,0.84,0.81,0.65,0.81,0.65,0.69,0.66,0.1,0.73,0.66,0.61,0.24,0.77,0.88,0.83,0.88,0.87,0.52,0.84,0.71,0.89,0.85,0.63,0.74,0.62,0.86
chr8,25716363,0.87,0.84,0.29,0.26,0.53,0.29,0.47,0.64,0.85,0.81,0.84,0.57,0.2,0.68,0.88,0.68,0.7,0.7,0.41,0.34,0.96,0.67,0.82,0.69,0.84,0.89,0.92,0.85,0.81,0.8,0.53,0.72,0.76,0.13,0.63,0.79,0.67,0.5,0.74,0.68,0.7,0.73,0.86,0.37,0.79,0.88,0.8,0.82,0.82,0.77,0.53,0.74
chr8,25852761,0.97,0.96,0.46,0.41,0.81,0.56,0.72,1.0,1.0,1.0,1.0,0.83,0.32,1.0,0.89,0.87,0.96,0.9,0.59,0.32,0.96,0.93,0.94,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11,0.94,1.0,1.0,0.73,1.0,0.84,0.97,0.93,1.0,0.74,0.94,0.96,1.0,1.0,1.0,0.94,0.84,0.97
chr8,25886432,0.93,0.93,0.31,0.3,1.0,0.59,0.97,0.93,0.93,0.96,1.0,0.55,0.31,1.0,0.96,0.9,0.96,0.96,0.59,0.39,0.87,1.0,0.86,0.96,1.0,0.92,0.96,0.98,1.0,0.93,1.0,1.0,0.97,0.41,1.0,1.0,0.97,0.59,0.93,0.89,0.95,0.92,1.0,0.85,0.97,1.0,0.91,0.88,0.93,1.0,0.76,1.0
chr8,25974898,0.88,0.93,0.32,0.33,0.71,0.41,0.87,0.86,0.93,0.67,0.91,0.72,0.19,0.85,0.62,0.75,0.72,0.91,0.39,0.27,0.69,0.93,0.81,0.73,0.63,0.78,0.9,0.77,0.79,0.86,0.65,0.91,0.97,0.0,0.81,0.83,0.82,0.51,0.69,0.88,0.91,0.92,0.97,0.62,0.81,0.65,0.89,0.83,0.84,0.78,0.57,0.94
chr8,25999678,0.9,1.0,0.28,0.33,1.0,0.53,1.0,0.9,1.0,1.0,1.0,0.66,0.27,0.92,0.92,1.0,0.93,0.86,0.7,0.4,0.9,0.88,1.0,1.0,1.0,1.0,0.96,0.98,1.0,1.0,1.0,0.97,0.88,0.09,0.93,0.76,1.0,0.69,0.93,0.85,1.0,0.93,1.0,0.7,0.92,0.91,1.0,0.97,1.0,1.0,0.7,0.97
